1199.36,305.346,3451.4
774.48,714.296,3433.06
3756.18,-528.703,-335.225
-0.936433,0.18244,0.29968
3640.16,-1011.83,-403.647
3928.96,-444.169,153.212
3871.85,-48.0326,-266.415
3583.75,-610.784,-824.051
92.9558,92.9113,0
93.228,92.6391,0
579.891,583.744,0
842.996,846.011,0
3.80799,0,0
0.0017788,0,0
11,0,0
745.857,231.079,3718.25
-0.221888,-0.255208,-0.941082
257.301,152.799,3854.67
682.148,-256.454,3865.48
1234.41,309.359,3581.83
809.566,718.612,3571.02
3897.29,-561.572,-340.375
-0.936966,0.209855,0.279384
3769.14,-1042.27,-409.069
4063.49,-476.53,153.127
4025.09,-86.4125,-268.671
3731.43,-641.074,-836.889
93.2471,86.354,0
85.9342,92.8273,0
575.829,587.717,0
846.616,850.156,0
3.95222,0,0
0.00185123,0,0
12,0,0
741.101,235.884,3919.97
-0.244383,-0.25416,-0.935777
255.688,158.627,4067.72
679.742,-251.59,4068.39
1226.51,313.14,3772.21
802.461,723.357,3771.54
4079.87,-543.911,-335.364
-0.922593,0.225664,0.312886
3938.67,-1019.69,-408.559
4262.97,-471.698,152.454
4218.79,-69.8268,-267.669
3899.05,-614.431,-817.682
86.5471,87.9861,0
86.9078,87.6254,0
577.222,583.057,0
837.461,848.645,0
4.1296,0,0
0.00194759,0,0
13,0,0
120.59,240.061,3942.91
-0.174834,-0.26171,-0.949179
-373.588,159.949,4056.02
52.3028,-246.964,4089.77
614.768,320.174,3829.79
188.877,727.087,3796.04
4108.27,82.2674,-343.987
-0.945947,0.165635,0.278835
4002.39,-403.23,-414.772
4264.5,166.662,135.908
4216.68,566.542,-263.85
3949.49,-0.903964,-833.235
90.5786,87.202,0
88.3927,91.7693,0
567.447,582.904,0
834.702,847.106,0
4.12346,0,0
0.0019301,0,0
14,0,0
58.7235,252.725,4292.16
-0.149921,-0.271041,-0.950821
-437.777,171.386,4393.63
-11.1061,-233.264,4441.7
555.224,334.064,4190.68
128.553,738.713,4142.61
4436.95,160.564,-347.756
-0.941718,0.122455,0.313323
4348.17,-324.462,-425.046
4607.33,246.14,130.867
4526.48,646.385,-268.562
4265.84,74.1936,-828.284
91.7509,92.2636,0
91.8621,92.1523,0
571.206,572.978,0
837.728,841.796,0
4.45346,0,0
0.00209888,0,0
15,0,0
-305.974,250.265,4103.8
-0.153372,-0.26808,-0.95111
-802.42,170.085,4206.46
-376.785,-235.917,4252.26
190.472,330.444,4001.15
-235.163,736.446,3955.35
4253.96,513.203,-353.111
-0.953955,0.0814128,0.28869
4187.98,30.9305,-435.13
4099.03,417.206,-837.983
4318.99,1002.9,-276.299
4409.83,601.774,136.969
92.3642,86.7621,0
92.0068,86.4047,0
565.165,583.049,0
838.078,840.781,0
4.29933,0,0
0.00207831,0,0
16,0,0
-576.43,247.817,3958.76
0.0151577,-0.263017,-0.964672
-1083.47,169.357,3972.18
-673.938,-238.725,4089.88
-69.3912,326.278,3945.33
-478.923,734.36,3827.64
4100.84,774.307,-360.907
-0.954033,-0.036311,0.297494
4100.77,288.761,-420.417
4246.71,890.722,121.088
4105.27,1271.53,-286.02
3950.63,646.212,-858.277
91.4364,95.7247,0
91.933,95.2281,0
575.117,584.837,0
822.73,861.637,0
4.18888,0,0
0.00201404,0,0
17,0,0
-940.328,255.263,3718.44
0.216511,-0.324937,-0.920619
-1441.07,200.696,3619.93
-1093.07,-216.963,3849.19
-439.584,309.831,3816.94
-787.582,727.489,3587.68
3856.86,1127.47,-375.393
-0.906734,-0.248303,0.340852
3970.38,661.388,-412.935
3985.44,1320.44,107.239
3741.31,1613.36,-328.824
3730.31,914.685,-867.053
94.4167,97.9755,0
93.6736,98.7185,0
572.727,579.269,0
839.737,882.017,0
4.03577,0,0
0.00200525,0,0
18,0,0
-980.55,263.868,3928.88
0.196839,-0.329693,-0.92334
-1483.38,211.287,3840.46
-1132.9,-207.092,4064.57
-477.716,316.449,4017.3
-828.196,734.828,3793.2
4064.53,1186.04,-385.583
-0.909507,-0.24774,0.333799
4181.21,707.262,-422.991
4191.27,1368.97,95.5207
3954.65,1667.42,-327.71
3930.98,1000.53,-887.15
92.9153,97.6578,0
95.0153,95.5578,0
569.372,603.38,0
840.722,870.786,0
4.25156,0,0
0.00211411,0,0
19,0,0
